Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Itemization Type
2026-06-03,07:50:13,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-58231,Normal
2026-06-03,07:50:58,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58233,Normal
2026-06-03,07:53:25,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58234,Normal
2026-06-03,07:53:25,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58235,Normal
2026-06-03,07:56:31,GMT+01:00,Matcha,Iced Matcha Latte,1,Large,MM-ICED-MATCHA-LA-LA,,5.30,0.00,4.42,0.88,sq-demo-58236,Normal
2026-06-03,08:01:10,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,Oat Milk,5.00,0.00,4.17,0.83,sq-demo-58237,Normal
2026-06-03,08:01:10,GMT+01:00,Bakery,Matcha Cake Slice,1,Regular,MM-MATCHA-CAKE-S-RE,,5.00,0.00,4.17,0.83,sq-demo-58237,Normal
2026-06-03,08:03:11,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,,9.60,0.00,8.00,1.60,sq-demo-58239,Normal
2026-06-03,08:03:11,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58240,Normal
2026-06-03,08:08:13,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58243,Normal
2026-06-03,08:11:14,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58244,Normal
2026-06-03,08:18:44,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,,4.20,0.00,3.50,0.70,sq-demo-58245,Normal
2026-06-03,08:19:41,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58246,Normal
2026-06-03,08:19:41,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58247,Normal
2026-06-03,08:20:57,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,Oat Milk,4.20,0.00,3.50,0.70,sq-demo-58248,Normal
2026-06-03,08:20:57,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58249,Normal
2026-06-03,08:27:48,GMT+01:00,Tea,Sencha Pot,1,Large,MM-SENCHA-POT-LA,,3.80,0.00,3.17,0.63,sq-demo-58255,Normal
2026-06-03,08:34:56,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58261,Normal
2026-06-03,08:37:48,GMT+01:00,Matcha,Matcha Latte,1,Regular,MM-MATCHA-LATTE-RE,,4.50,0.00,3.75,0.75,sq-demo-58262,Normal
2026-06-03,08:37:48,GMT+01:00,Bakery,Matcha Cake Slice,1,Regular,MM-MATCHA-CAKE-S-RE,,5.00,0.00,4.17,0.83,sq-demo-58262,Normal
2026-06-03,08:37:48,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58263,Normal
2026-06-03,08:38:48,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58264,Normal
2026-06-03,08:44:47,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-58265,Normal
2026-06-03,08:46:44,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58269,Normal
2026-06-03,08:48:56,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58270,Normal
2026-06-03,08:49:27,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58271,Normal
2026-06-03,08:49:27,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58272,Normal
2026-06-03,08:50:10,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58273,Normal
2026-06-03,08:50:33,GMT+01:00,Chocolate,Dark Hot Chocolate,2,Large,MM-DARK-HOT-CHOCO-LA,,8.40,0.00,7.00,1.40,sq-demo-58274,Normal
2026-06-03,08:52:40,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58276,Normal
2026-06-03,08:55:30,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58279,Normal
2026-06-03,08:56:37,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-58280,Normal
2026-06-03,08:56:37,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58281,Normal
2026-06-03,09:00:10,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-58283,Normal
2026-06-03,09:00:10,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58284,Normal
2026-06-03,09:09:42,GMT+01:00,Coffee,Cappuccino,1,Regular,MM-CAPPUCCINO-RE,,4.00,0.00,3.33,0.67,sq-demo-58288,Normal
2026-06-03,09:09:42,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58289,Normal
2026-06-03,09:22:58,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58301,Normal
2026-06-03,09:23:37,GMT+01:00,Coffee,Espresso,1,Regular,MM-ESPRESSO-RE,,2.60,0.00,2.17,0.43,sq-demo-58302,Normal
2026-06-03,09:27:48,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-58305,Normal
2026-06-03,09:27:48,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58306,Normal
2026-06-03,09:28:14,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58307,Normal
2026-06-03,09:34:26,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58310,Normal
2026-06-03,09:34:41,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58311,Normal
2026-06-03,09:36:30,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,,4.20,0.00,3.50,0.70,sq-demo-58314,Normal
2026-06-03,09:37:25,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-58315,Normal
2026-06-03,09:37:25,GMT+01:00,Bakery,Matcha Cake Slice,1,Regular,MM-MATCHA-CAKE-S-RE,,5.00,0.00,4.17,0.83,sq-demo-58315,Normal
2026-06-03,09:37:35,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58316,Normal
2026-06-03,09:41:15,GMT+01:00,Coffee,Cappuccino,2,Large,MM-CAPPUCCINO-LA,,9.00,0.00,7.50,1.50,sq-demo-58317,Normal
2026-06-03,09:41:15,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58318,Normal
2026-06-03,09:41:20,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,Oat Milk,4.80,0.00,4.00,0.80,sq-demo-58319,Normal
2026-06-03,09:41:20,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58320,Normal
2026-06-03,09:41:53,GMT+01:00,Matcha,Iced Matcha Latte,1,Large,MM-ICED-MATCHA-LA-LA,,5.30,0.00,4.42,0.88,sq-demo-58321,Normal
2026-06-03,09:44:01,GMT+01:00,Tea,Sencha Pot,2,Large,MM-SENCHA-POT-LA,,7.60,0.00,6.33,1.27,sq-demo-58322,Normal
2026-06-03,09:44:01,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58323,Normal
2026-06-03,09:58:16,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-58327,Normal
2026-06-03,10:02:13,GMT+01:00,Tea,Sencha Pot,1,Large,MM-SENCHA-POT-LA,,3.80,0.00,3.17,0.63,sq-demo-58331,Normal
2026-06-03,10:02:13,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58332,Normal
2026-06-03,10:04:18,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58334,Normal
2026-06-03,10:04:18,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58335,Normal
2026-06-03,10:05:26,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58336,Normal
2026-06-03,10:08:29,GMT+01:00,Coffee,Cappuccino,2,Regular,MM-CAPPUCCINO-RE,,8.00,0.00,6.67,1.33,sq-demo-58337,Normal
2026-06-03,10:08:47,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-58338,Normal
2026-06-03,10:16:59,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,,5.00,0.00,4.17,0.83,sq-demo-58344,Normal
2026-06-03,10:16:59,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58345,Normal
2026-06-03,10:20:56,GMT+01:00,Matcha,Iced Matcha Latte,1,Large,MM-ICED-MATCHA-LA-LA,,5.30,0.00,4.42,0.88,sq-demo-58347,Normal
2026-06-03,10:20:56,GMT+01:00,Bakery,Matcha Cake Slice,1,Regular,MM-MATCHA-CAKE-S-RE,,5.00,0.00,4.17,0.83,sq-demo-58347,Normal
2026-06-03,10:20:56,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58348,Normal
2026-06-03,10:21:40,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-58349,Normal
2026-06-03,10:23:39,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58351,Normal
2026-06-03,10:23:39,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58352,Normal
2026-06-03,10:29:56,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58355,Normal
2026-06-03,10:31:23,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58357,Normal
2026-06-03,10:33:11,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58359,Normal
2026-06-03,10:35:12,GMT+01:00,Coffee,Cappuccino,2,Large,MM-CAPPUCCINO-LA,Oat Milk,9.00,0.00,7.50,1.50,sq-demo-58362,Normal
2026-06-03,10:40:15,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-58365,Normal
2026-06-03,10:40:16,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,Oat Milk,4.20,0.00,3.50,0.70,sq-demo-58366,Normal
2026-06-03,10:41:06,GMT+01:00,Tea,Sencha Pot,1,Regular,MM-SENCHA-POT-RE,,3.80,0.00,3.17,0.63,sq-demo-58369,Normal
2026-06-03,10:42:33,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58370,Normal
2026-06-03,10:42:33,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58371,Normal
2026-06-03,10:44:39,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58372,Normal
2026-06-03,10:44:48,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58373,Normal
2026-06-03,10:44:48,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58374,Normal
2026-06-03,10:57:46,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58380,Normal
2026-06-03,10:57:46,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58381,Normal
2026-06-03,11:00:00,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-58382,Normal
2026-06-03,11:00:00,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58383,Normal
2026-06-03,11:02:32,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58386,Normal
2026-06-03,11:06:21,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58390,Normal
2026-06-03,11:07:53,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58396,Normal
2026-06-03,11:07:53,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58397,Normal
2026-06-03,11:14:26,GMT+01:00,Coffee,Latte,2,Regular,MM-LATTE-RE,Oat Milk,8.40,0.00,7.00,1.40,sq-demo-58406,Normal
2026-06-03,11:14:49,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-58407,Normal
2026-06-03,11:16:01,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,,4.80,0.00,4.00,0.80,sq-demo-58408,Normal
2026-06-03,11:16:12,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,,4.80,0.00,4.00,0.80,sq-demo-58409,Normal
2026-06-03,11:18:56,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58413,Normal
2026-06-03,11:22:59,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,Oat Milk,5.00,0.00,4.17,0.83,sq-demo-58417,Normal
2026-06-03,11:25:55,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58424,Normal
2026-06-03,11:28:06,GMT+01:00,Tea,Sencha Pot,1,Regular,MM-SENCHA-POT-RE,,3.80,0.00,3.17,0.63,sq-demo-58429,Normal
2026-06-03,11:28:06,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58430,Normal
2026-06-03,11:31:29,GMT+01:00,Matcha,Matcha Latte,1,Regular,MM-MATCHA-LATTE-RE,,4.50,0.00,3.75,0.75,sq-demo-58432,Normal
2026-06-03,11:31:29,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58433,Normal
2026-06-03,11:31:57,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58435,Normal
2026-06-03,11:31:57,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58436,Normal
2026-06-03,11:37:54,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58440,Normal
2026-06-03,11:41:05,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58442,Normal
2026-06-03,11:41:40,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-58445,Normal
2026-06-03,11:48:34,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58449,Normal
2026-06-03,11:48:34,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58450,Normal
2026-06-03,11:49:17,GMT+01:00,Matcha,Iced Matcha Latte,1,Large,MM-ICED-MATCHA-LA-LA,,5.30,0.00,4.42,0.88,sq-demo-58451,Normal
2026-06-03,11:51:47,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,Oat Milk,4.80,0.00,4.00,0.80,sq-demo-58454,Normal
2026-06-03,11:51:47,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58455,Normal
2026-06-03,11:52:05,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,Extra Matcha Shot,5.00,0.00,4.17,0.83,sq-demo-58456,Normal
2026-06-03,11:52:05,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58457,Normal
2026-06-03,11:53:49,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-58459,Normal
2026-06-03,11:53:49,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58460,Normal
2026-06-03,11:54:42,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-58461,Normal
2026-06-03,12:00:59,GMT+01:00,Tea,Hojicha Latte,2,Regular,MM-HOJICHA-LATTE-RE,Oat Milk,8.60,0.00,7.17,1.43,sq-demo-58468,Normal
2026-06-03,12:05:47,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-58473,Normal
2026-06-03,12:13:57,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58479,Normal
2026-06-03,12:14:16,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,,9.60,0.00,8.00,1.60,sq-demo-58480,Normal
2026-06-03,12:14:44,GMT+01:00,Chocolate,Dark Hot Chocolate,2,Large,MM-DARK-HOT-CHOCO-LA,,8.40,0.00,7.00,1.40,sq-demo-58482,Normal
2026-06-03,12:16:00,GMT+01:00,Tea,Hojicha Latte,2,Large,MM-HOJICHA-LATTE-LA,,9.60,0.00,8.00,1.60,sq-demo-58483,Normal
2026-06-03,12:18:39,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58488,Normal
2026-06-03,12:26:29,GMT+01:00,Coffee,Cappuccino,1,Regular,MM-CAPPUCCINO-RE,Oat Milk,4.00,0.00,3.33,0.67,sq-demo-58497,Normal
2026-06-03,12:30:23,GMT+01:00,Chocolate,Dark Hot Chocolate,2,Large,MM-DARK-HOT-CHOCO-LA,,8.40,0.00,7.00,1.40,sq-demo-58501,Normal
2026-06-03,12:32:05,GMT+01:00,Matcha,Matcha Latte,1,Regular,MM-MATCHA-LATTE-RE,,4.50,0.00,3.75,0.75,sq-demo-58505,Normal
2026-06-03,12:37:52,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,,4.80,0.00,4.00,0.80,sq-demo-58511,Normal
2026-06-03,12:37:52,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58512,Normal
2026-06-03,12:40:16,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58516,Normal
2026-06-03,12:40:54,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-58517,Normal
2026-06-03,12:40:54,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58518,Normal
2026-06-03,12:53:46,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-58534,Normal
2026-06-03,12:53:46,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58535,Normal
2026-06-03,13:01:13,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58539,Normal
2026-06-03,13:09:46,GMT+01:00,Tea,Sencha Pot,1,Regular,MM-SENCHA-POT-RE,,3.80,0.00,3.17,0.63,sq-demo-58547,Normal
2026-06-03,13:11:48,GMT+01:00,Coffee,Espresso,1,Regular,MM-ESPRESSO-RE,,2.60,0.00,2.17,0.43,sq-demo-58549,Normal
2026-06-03,13:11:48,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58550,Normal
2026-06-03,13:16:45,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58557,Normal
2026-06-03,13:17:25,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58558,Normal
2026-06-03,13:17:39,GMT+01:00,Matcha,Iced Matcha Latte,1,Large,MM-ICED-MATCHA-LA-LA,Oat Milk,5.30,0.00,4.42,0.88,sq-demo-58559,Normal
2026-06-03,13:17:39,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-58560,Normal
2026-06-03,13:18:30,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,,4.80,0.00,4.00,0.80,sq-demo-58561,Normal
2026-06-03,13:20:46,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58564,Normal
2026-06-03,13:26:59,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58572,Normal
2026-06-03,13:33:07,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-58575,Normal
2026-06-03,13:44:46,GMT+01:00,Tea,Sencha Pot,1,Large,MM-SENCHA-POT-LA,,3.80,0.00,3.17,0.63,sq-demo-58585,Normal
2026-06-03,13:53:35,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58600,Normal
2026-06-03,13:53:35,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58601,Normal
2026-06-03,13:55:24,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-58603,Normal
2026-06-03,13:56:12,GMT+01:00,Coffee,Cappuccino,1,Large,MM-CAPPUCCINO-LA,,4.50,0.00,3.75,0.75,sq-demo-58605,Normal
2026-06-03,14:07:48,GMT+01:00,Tea,Sencha Pot,2,Large,MM-SENCHA-POT-LA,,7.60,0.00,6.33,1.27,sq-demo-58617,Normal
2026-06-03,14:12:44,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,Oat Milk,9.60,0.00,8.00,1.60,sq-demo-58624,Normal
2026-06-03,14:12:44,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58625,Normal
2026-06-03,14:14:14,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-58626,Normal
2026-06-03,14:24:57,GMT+01:00,Tea,Sencha Pot,2,Large,MM-SENCHA-POT-LA,,7.60,0.00,6.33,1.27,sq-demo-58636,Normal
2026-06-03,14:25:20,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-58637,Normal
2026-06-03,14:25:20,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-58638,Normal
2026-06-03,14:31:36,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-58643,Normal
2026-06-03,14:31:36,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-58644,Normal
